"INICIO_SINTOMAS","TERRITORIO","CASOS"
2020-06-23,"cs_canto_da_lagoa",4
2020-06-23,"cs_capoeiras",6
2020-06-23,"cs_carianos",1
2020-06-23,"cs_centro",16
2020-06-23,"cs_coloninha",8
2020-06-23,"cs_coqueiros",10
2020-06-23,"cs_corrego_grande",4
2020-06-23,"cs_costeira_do_pirajubae",12
2020-06-23,"cs_estreito",16
2020-06-23,"cs_fazenda_do_rio_tavares",8
2020-06-23,"cs_ingleses",16
2020-06-23,"cs_itacorubi",12
2020-06-23,"cs_jardim_atlantico",10
2020-06-23,"cs_joao_paulo",8
2020-06-23,"cs_jurere",10
2020-06-23,"cs_lagoa_da_conceicao",8
2020-06-23,"cs_monte_cristo",22
2020-06-23,"cs_monte_serrat",6
2020-06-23,"cs_morro_das_pedras",8
2020-06-23,"cs_novo_continente",12
2020-06-23,"cs_pantanal",1
2020-06-23,"cs_ponta_das_canas",4
2020-06-23,"cs_prainha",14
2020-06-23,"cs_rio_tavares",4
2020-06-23,"cs_rio_vermelho",18
2020-06-23,"cs_saco_dos_limoes",4
2020-06-23,"cs_saco_grande",20
2020-06-23,"cs_santo_antonio_de_lisboa",18
2020-06-23,"cs_sape",12
2020-06-23,"cs_tapera",12
2020-06-23,"cs_trindade",28
2020-06-23,"cs_vargem_pequena",4
2020-06-24,"cs_abraao",12
2020-06-24,"cs_agronomica",42
2020-06-24,"cs_armacao",10
2020-06-24,"cs_balneario",16
2020-06-24,"cs_cachoeira_do_bom_jesus",14
2020-06-24,"cs_campeche",4
2020-06-24,"cs_canasvieiras",16
2020-06-24,"cs_capoeiras",14
2020-06-24,"cs_carianos",8
2020-06-24,"cs_centro",34
2020-06-24,"cs_coloninha",1
2020-06-24,"cs_coqueiros",12
2020-06-24,"cs_corrego_grande",8
2020-06-24,"cs_costeira_do_pirajubae",2
2020-06-24,"cs_estreito",12
2020-06-24,"cs_fazenda_do_rio_tavares",4
2020-06-24,"cs_ingleses",24
2020-06-24,"cs_itacorubi",16
2020-06-24,"cs_jardim_atlantico",4
2020-06-24,"cs_joao_paulo",12
2020-06-24,"cs_jurere",6
2020-06-24,"cs_lagoa_da_conceicao",16
2020-06-24,"cs_monte_cristo",32
2020-06-24,"cs_monte_serrat",16
2020-06-24,"cs_morro_das_pedras",4
2020-06-24,"cs_novo_continente",16
2020-06-24,"cs_pantanal",8
2020-06-24,"cs_pantano_do_sul",4
2020-06-24,"cs_ponta_das_canas",4
2020-06-24,"cs_prainha",24
2020-06-24,"cs_rio_tavares",12
2020-06-24,"cs_rio_vermelho",12
2020-06-24,"cs_saco_dos_limoes",4
2020-06-24,"cs_saco_grande",36
2020-06-24,"cs_santo_antonio_de_lisboa",1
2020-06-24,"cs_sape",2
2020-06-24,"cs_tapera",20
2020-06-24,"cs_trindade",12
2020-06-24,"cs_vargem_grande",8
2020-06-24,"cs_vila_aparecida",4
2020-06-25,"cs_abraao",20
2020-06-25,"cs_agronomica",56
2020-06-25,"cs_alto_ribeirao",4
2020-06-25,"cs_balneario",12
2020-06-25,"cs_cachoeira_do_bom_jesus",8
2020-06-25,"cs_caieira_da_barra_do_sul",16
2020-06-25,"cs_campeche",12
2020-06-25,"cs_canasvieiras",8
2020-06-25,"cs_capoeiras",20
2020-06-25,"cs_carianos",4
2020-06-25,"cs_centro",30
2020-06-25,"cs_coloninha",14
2020-06-25,"cs_coqueiros",14
2020-06-25,"cs_corrego_grande",8
2020-06-25,"cs_costeira_do_pirajubae",8
2020-06-25,"cs_estreito",18
2020-06-25,"cs_fazenda_do_rio_tavares",20
2020-06-25,"cs_ingleses",10
2020-06-25,"cs_itacorubi",18
2020-06-25,"cs_jardim_atlantico",6
2020-06-25,"cs_joao_paulo",4
2020-06-25,"cs_jurere",8
2020-06-25,"cs_monte_cristo",8
2020-06-25,"cs_monte_serrat",4
2020-06-25,"cs_morro_das_pedras",6
2020-06-25,"cs_pantanal",1
2020-06-25,"cs_ponta_das_canas",8
2020-06-25,"cs_ratones",10
2020-06-25,"cs_ribeirao_da_ilha",4
2020-06-25,"cs_rio_tavares",4
2020-06-25,"cs_rio_vermelho",14
2020-06-25,"cs_saco_dos_limoes",8
2020-06-25,"cs_saco_grande",26
2020-06-25,"cs_santo_antonio_de_lisboa",3
2020-06-25,"cs_tapera",4
2020-06-25,"cs_trindade",30
2020-06-25,"cs_vargem_grande",4
2020-06-26,"cs_abraao",4
2020-06-26,"cs_agronomica",32
2020-06-26,"cs_armacao",8
2020-06-26,"cs_balneario",12
2020-06-26,"cs_barra_da_lagoa",4
2020-06-26,"cs_caieira_da_barra_do_sul",4
2020-06-26,"cs_campeche",8
2020-06-26,"cs_canasvieiras",8
2020-06-26,"cs_canto_da_lagoa",8
2020-06-26,"cs_capoeiras",16
2020-06-26,"cs_carianos",8
2020-06-26,"cs_centro",38
2020-06-26,"cs_coloninha",20
2020-06-26,"cs_coqueiros",4
2020-06-26,"cs_corrego_grande",8
2020-06-26,"cs_costeira_do_pirajubae",8
2020-06-26,"cs_estreito",18
2020-06-26,"cs_fazenda_do_rio_tavares",12
2020-06-26,"cs_ingleses",8
2020-06-26,"cs_itacorubi",10
2020-06-26,"cs_jardim_atlantico",8
2020-06-26,"cs_joao_paulo",4
2020-06-26,"cs_jurere",4
2020-06-26,"cs_lagoa_da_conceicao",14
2020-06-26,"cs_monte_cristo",28
2020-06-26,"cs_monte_serrat",12
2020-06-26,"cs_novo_continente",16
2020-06-26,"cs_pantanal",4
2020-06-26,"cs_pantano_do_sul",1
2020-06-26,"cs_ponta_das_canas",8
2020-06-26,"cs_prainha",4
2020-06-26,"cs_ratones",8
2020-06-26,"cs_rio_tavares",8
2020-06-26,"cs_rio_vermelho",8
2020-06-26,"cs_saco_dos_limoes",14
2020-06-26,"cs_saco_grande",36
2020-06-26,"cs_santinho",8
2020-06-26,"cs_santo_antonio_de_lisboa",16
2020-06-26,"cs_tapera",8
2020-06-26,"cs_trindade",16
2020-06-26,"cs_vargem_grande",4
2020-06-27,"cs_abraao",10
2020-06-27,"cs_agronomica",12
2020-06-27,"cs_armacao",8
2020-06-27,"cs_balneario",4
2020-06-27,"cs_barra_da_lagoa",4
2020-06-27,"cs_cachoeira_do_bom_jesus",0
2020-06-27,"cs_campeche",12
2020-06-27,"cs_canasvieiras",24
2020-06-27,"cs_capoeiras",8
2020-06-27,"cs_centro",44
2020-06-27,"cs_coloninha",26
2020-06-27,"cs_coqueiros",20
2020-06-27,"cs_corrego_grande",4
2020-06-27,"cs_estreito",14
2020-06-27,"cs_fazenda_do_rio_tavares",8
2020-06-27,"cs_ingleses",22
2020-06-27,"cs_itacorubi",8
2020-06-27,"cs_joao_paulo",2
2020-06-27,"cs_lagoa_da_conceicao",14
2020-06-27,"cs_monte_cristo",12
2020-06-27,"cs_monte_serrat",12
2020-06-27,"cs_novo_continente",16
2020-06-27,"cs_pantanal",12
2020-06-27,"cs_prainha",14
2020-06-27,"cs_rio_tavares",10
2020-06-27,"cs_saco_dos_limoes",8
2020-06-27,"cs_saco_grande",24
2020-06-27,"cs_santo_antonio_de_lisboa",16
2020-06-27,"cs_sape",4
2020-06-27,"cs_trindade",16
2020-06-27,"cs_vargem_grande",16
2020-06-28,"cs_abraao",16
2020-06-28,"cs_agronomica",34
2020-06-28,"cs_armacao",4
2020-06-28,"cs_balneario",8
2020-06-28,"cs_canasvieiras",20
2020-06-28,"cs_canto_da_lagoa",1
2020-06-28,"cs_capoeiras",20
2020-06-28,"cs_carianos",8
2020-06-28,"cs_centro",16
2020-06-28,"cs_coloninha",8
2020-06-28,"cs_coqueiros",12
2020-06-28,"cs_corrego_grande",6
2020-06-28,"cs_estreito",12
2020-06-28,"cs_fazenda_do_rio_tavares",4
2020-06-28,"cs_ingleses",36
2020-06-28,"cs_itacorubi",3
2020-06-28,"cs_jardim_atlantico",8
2020-06-28,"cs_joao_paulo",4
2020-06-28,"cs_jurere",4
2020-06-28,"cs_lagoa_da_conceicao",4
2020-06-28,"cs_monte_cristo",22
2020-06-28,"cs_monte_serrat",6
2020-06-28,"cs_novo_continente",20
2020-06-28,"cs_ponta_das_canas",4
2020-06-28,"cs_prainha",12
2020-06-28,"cs_ratones",4
2020-06-28,"cs_rio_tavares",12
2020-06-28,"cs_saco_dos_limoes",8
2020-06-28,"cs_saco_grande",16
2020-06-28,"cs_santinho",6
2020-06-28,"cs_sape",0
2020-06-28,"cs_trindade",14
2020-06-28,"cs_vargem_pequena",4
2020-06-29,"cs_abraao",32
2020-06-29,"cs_agronomica",54
2020-06-29,"cs_alto_ribeirao",1
2020-06-29,"cs_balneario",14
2020-06-29,"cs_barra_da_lagoa",8
2020-06-29,"cs_cachoeira_do_bom_jesus",8
2020-06-29,"cs_caieira_da_barra_do_sul",6
2020-06-29,"cs_campeche",8
2020-06-29,"cs_canasvieiras",10
2020-06-29,"cs_capoeiras",32
2020-06-29,"cs_carianos",4
2020-06-29,"cs_centro",46
2020-06-29,"cs_coloninha",24
2020-06-29,"cs_coqueiros",32
2020-06-29,"cs_corrego_grande",8
2020-06-29,"cs_costeira_do_pirajubae",12
2020-06-29,"cs_estreito",24
2020-06-29,"cs_fazenda_do_rio_tavares",8
2020-06-29,"cs_ingleses",34
2020-06-29,"cs_itacorubi",24
2020-06-29,"cs_jardim_atlantico",8
2020-06-29,"cs_joao_paulo",8
2020-06-29,"cs_lagoa_da_conceicao",10
2020-06-29,"cs_monte_cristo",30
2020-06-29,"cs_monte_serrat",24
2020-06-29,"cs_novo_continente",4
2020-06-29,"cs_pantanal",8
2020-06-29,"cs_ponta_das_canas",4
2020-06-29,"cs_prainha",4
2020-06-29,"cs_ratones",8
2020-06-29,"cs_ribeirao_da_ilha",4
2020-06-29,"cs_rio_tavares",12
2020-06-29,"cs_rio_vermelho",12
2020-06-29,"cs_saco_dos_limoes",4
2020-06-29,"cs_saco_grande",22
2020-06-29,"cs_santinho",10
2020-06-29,"cs_sape",4
2020-06-29,"cs_tapera",4
2020-06-29,"cs_trindade",22
2020-06-30,"cs_abraao",10
2020-06-30,"cs_agronomica",52
2020-06-30,"cs_alto_ribeirao",12
2020-06-30,"cs_balneario",18
2020-06-30,"cs_cachoeira_do_bom_jesus",4
2020-06-30,"cs_campeche",4
2020-06-30,"cs_canasvieiras",14
2020-06-30,"cs_canto_da_lagoa",8
2020-06-30,"cs_capoeiras",12
2020-06-30,"cs_carianos",8
2020-06-30,"cs_centro",64
2020-06-30,"cs_coloninha",12
2020-06-30,"cs_coqueiros",36
2020-06-30,"cs_corrego_grande",8
2020-06-30,"cs_costeira_do_pirajubae",12
2020-06-30,"cs_estreito",24
2020-06-30,"cs_fazenda_do_rio_tavares",1
2020-06-30,"cs_ingleses",26
2020-06-30,"cs_itacorubi",16
2020-06-30,"cs_jardim_atlantico",4
2020-06-30,"cs_joao_paulo",6
2020-06-30,"cs_jurere",1
2020-06-30,"cs_monte_cristo",30
2020-06-30,"cs_monte_serrat",12
2020-06-30,"cs_morro_das_pedras",8
2020-06-30,"cs_novo_continente",8
2020-06-30,"cs_pantanal",4
2020-06-30,"cs_ponta_das_canas",16
2020-06-30,"cs_rio_tavares",0
2020-06-30,"cs_rio_vermelho",16
2020-06-30,"cs_saco_dos_limoes",16
2020-06-30,"cs_saco_grande",24
2020-06-30,"cs_santinho",12
2020-06-30,"cs_santo_antonio_de_lisboa",10
2020-06-30,"cs_sape",4
2020-06-30,"cs_tapera",4
2020-06-30,"cs_trindade",34
2020-06-30,"cs_vargem_grande",0
2020-07-01,"cs_abraao",16
2020-07-01,"cs_agronomica",48
2020-07-01,"cs_alto_ribeirao",1
2020-07-01,"cs_armacao",4
2020-07-01,"cs_balneario",20
2020-07-01,"cs_cachoeira_do_bom_jesus",6
2020-07-01,"cs_caieira_da_barra_do_sul",4
2020-07-01,"cs_campeche",6
2020-07-01,"cs_canasvieiras",22
2020-07-01,"cs_canto_da_lagoa",8
2020-07-01,"cs_capoeiras",8
2020-07-01,"cs_carianos",4
2020-07-01,"cs_centro",50
2020-07-01,"cs_coloninha",34
2020-07-01,"cs_coqueiros",38
2020-07-01,"cs_corrego_grande",12
2020-07-01,"cs_costeira_do_pirajubae",8
2020-07-01,"cs_estreito",22
2020-07-01,"cs_fazenda_do_rio_tavares",8
2020-07-01,"cs_ingleses",52
2020-07-01,"cs_itacorubi",22
2020-07-01,"cs_jardim_atlantico",28
2020-07-01,"cs_joao_paulo",8
2020-07-01,"cs_jurere",1
2020-07-01,"cs_lagoa_da_conceicao",8
2020-07-01,"cs_monte_cristo",32
2020-07-01,"cs_monte_serrat",8
2020-07-01,"cs_morro_das_pedras",1
2020-07-01,"cs_novo_continente",38
2020-07-01,"cs_pantanal",20
2020-07-01,"cs_ponta_das_canas",6
2020-07-01,"cs_prainha",4
2020-07-01,"cs_rio_tavares",4
2020-07-01,"cs_rio_vermelho",6
2020-07-01,"cs_saco_dos_limoes",20
2020-07-01,"cs_saco_grande",24
2020-07-01,"cs_santinho",8
2020-07-01,"cs_santo_antonio_de_lisboa",4
2020-07-01,"cs_sape",4
2020-07-01,"cs_tapera",10
2020-07-01,"cs_trindade",32
2020-07-01,"cs_vargem_grande",4
2020-07-01,"cs_vargem_pequena",8
2020-07-01,"cs_vila_aparecida",4
2020-07-02,"cs_abraao",18
2020-07-02,"cs_agronomica",38
2020-07-02,"cs_alto_ribeirao",22
2020-07-02,"cs_balneario",30
2020-07-02,"cs_cachoeira_do_bom_jesus",8
2020-07-02,"cs_canasvieiras",4
2020-07-02,"cs_canto_da_lagoa",4
2020-07-02,"cs_capoeiras",22
2020-07-02,"cs_carianos",10
2020-07-02,"cs_centro",30
2020-07-02,"cs_coloninha",40
2020-07-02,"cs_coqueiros",20
2020-07-02,"cs_corrego_grande",1
2020-07-02,"cs_estreito",10
2020-07-02,"cs_fazenda_do_rio_tavares",8
2020-07-02,"cs_ingleses",34
2020-07-02,"cs_itacorubi",20
2020-07-02,"cs_jardim_atlantico",20
2020-07-02,"cs_joao_paulo",12
2020-07-02,"cs_jurere",10
2020-07-02,"cs_lagoa_da_conceicao",4
2020-07-02,"cs_monte_cristo",32
2020-07-02,"cs_monte_serrat",34
2020-07-02,"cs_novo_continente",12
2020-07-02,"cs_rio_vermelho",20
2020-07-02,"cs_saco_dos_limoes",8
2020-07-02,"cs_saco_grande",12
2020-07-02,"cs_santinho",10
2020-07-02,"cs_santo_antonio_de_lisboa",4
2020-07-02,"cs_sape",6
2020-07-02,"cs_tapera",12
2020-07-02,"cs_trindade",18
2020-07-03,"cs_abraao",4
2020-07-03,"cs_agronomica",42
2020-07-03,"cs_balneario",18
2020-07-03,"cs_campeche",26
2020-07-03,"cs_canasvieiras",10
2020-07-03,"cs_canto_da_lagoa",8
2020-07-03,"cs_capoeiras",16
2020-07-03,"cs_carianos",8
2020-07-03,"cs_centro",52
2020-07-03,"cs_coloninha",46
2020-07-03,"cs_coqueiros",20
2020-07-03,"cs_corrego_grande",8
2020-07-03,"cs_costeira_do_pirajubae",8
2020-07-03,"cs_estreito",20
2020-07-03,"cs_fazenda_do_rio_tavares",28
2020-07-03,"cs_ingleses",56
2020-07-03,"cs_itacorubi",24
2020-07-03,"cs_jardim_atlantico",18
2020-07-03,"cs_joao_paulo",8
2020-07-03,"cs_jurere",16
2020-07-03,"cs_lagoa_da_conceicao",22
2020-07-03,"cs_monte_cristo",44
2020-07-03,"cs_monte_serrat",14
2020-07-03,"cs_novo_continente",30
2020-07-03,"cs_pantanal",14
2020-07-03,"cs_pantano_do_sul",8
2020-07-03,"cs_ponta_das_canas",20
2020-07-03,"cs_ribeirao_da_ilha",4
2020-07-03,"cs_rio_tavares",4
2020-07-03,"cs_rio_vermelho",12
2020-07-03,"cs_saco_dos_limoes",14
2020-07-03,"cs_saco_grande",54
2020-07-03,"cs_santo_antonio_de_lisboa",10
2020-07-03,"cs_sape",4
2020-07-03,"cs_tapera",4
2020-07-03,"cs_trindade",20
2020-07-03,"cs_vargem_grande",4
2020-07-03,"cs_vargem_pequena",4
2020-07-04,"cs_abraao",34
2020-07-04,"cs_agronomica",32
2020-07-04,"cs_alto_ribeirao",12
2020-07-04,"cs_balneario",16
2020-07-04,"cs_cachoeira_do_bom_jesus",0
2020-07-04,"cs_campeche",12
2020-07-04,"cs_canasvieiras",20
2020-07-04,"cs_canto_da_lagoa",1
2020-07-04,"cs_capoeiras",12
2020-07-04,"cs_carianos",8
2020-07-04,"cs_centro",28
2020-07-04,"cs_coloninha",22
2020-07-04,"cs_coqueiros",20
2020-07-04,"cs_corrego_grande",10
2020-07-04,"cs_costeira_do_pirajubae",4
2020-07-04,"cs_estreito",28
2020-07-04,"cs_fazenda_do_rio_tavares",12
2020-07-04,"cs_ingleses",34
2020-07-04,"cs_itacorubi",18
2020-07-04,"cs_jardim_atlantico",16
2020-07-04,"cs_joao_paulo",8
2020-07-04,"cs_jurere",4
2020-07-04,"cs_lagoa_da_conceicao",10
2020-07-04,"cs_monte_cristo",16
2020-07-04,"cs_monte_serrat",4
2020-07-04,"cs_morro_das_pedras",0
2020-07-04,"cs_novo_continente",18
2020-07-04,"cs_pantanal",4
2020-07-04,"cs_pantano_do_sul",4
2020-07-04,"cs_prainha",22
2020-07-04,"cs_rio_tavares",4
2020-07-04,"cs_rio_vermelho",8
2020-07-04,"cs_saco_dos_limoes",1
2020-07-04,"cs_saco_grande",22
2020-07-04,"cs_santo_antonio_de_lisboa",4
2020-07-04,"cs_tapera",4
2020-07-04,"cs_trindade",20
2020-07-04,"cs_vila_aparecida",8
2020-07-05,"cs_abraao",14
2020-07-05,"cs_agronomica",36
2020-07-05,"cs_alto_ribeirao",4
2020-07-05,"cs_balneario",16
2020-07-05,"cs_barra_da_lagoa",8
2020-07-05,"cs_cachoeira_do_bom_jesus",4
2020-07-05,"cs_caieira_da_barra_do_sul",8
2020-07-05,"cs_campeche",12
2020-07-05,"cs_canasvieiras",22
2020-07-05,"cs_canto_da_lagoa",6
2020-07-05,"cs_capoeiras",24
2020-07-05,"cs_carianos",12
2020-07-05,"cs_centro",40
2020-07-05,"cs_coloninha",20
2020-07-05,"cs_coqueiros",16
2020-07-05,"cs_corrego_grande",16
2020-07-05,"cs_estreito",32
2020-07-05,"cs_fazenda_do_rio_tavares",12
2020-07-05,"cs_ingleses",40
2020-07-05,"cs_itacorubi",34
2020-07-05,"cs_jardim_atlantico",10
2020-07-05,"cs_joao_paulo",14
2020-07-05,"cs_jurere",1
2020-07-05,"cs_lagoa_da_conceicao",10
2020-07-05,"cs_monte_cristo",32
2020-07-05,"cs_monte_serrat",18
2020-07-05,"cs_morro_das_pedras",0
2020-07-05,"cs_novo_continente",4
2020-07-05,"cs_pantanal",1
2020-07-05,"cs_pantano_do_sul",8
2020-07-05,"cs_prainha",8
2020-07-05,"cs_rio_tavares",10
2020-07-05,"cs_rio_vermelho",12
2020-07-05,"cs_saco_dos_limoes",10
2020-07-05,"cs_saco_grande",50
2020-07-05,"cs_santinho",4
2020-07-05,"cs_santo_antonio_de_lisboa",8
2020-07-05,"cs_sape",4
2020-07-05,"cs_tapera",8
2020-07-05,"cs_trindade",34
2020-07-05,"cs_vargem_grande",1
2020-07-05,"cs_vila_aparecida",4
2020-07-06,"cs_abraao",26
2020-07-06,"cs_agronomica",68
2020-07-06,"cs_alto_ribeirao",8
2020-07-06,"cs_armacao",6
2020-07-06,"cs_balneario",22
2020-07-06,"cs_barra_da_lagoa",8
2020-07-06,"cs_cachoeira_do_bom_jesus",16
2020-07-06,"cs_caieira_da_barra_do_sul",12
2020-07-06,"cs_campeche",16
2020-07-06,"cs_canasvieiras",36
2020-07-06,"cs_canto_da_lagoa",4
2020-07-06,"cs_capoeiras",32
2020-07-06,"cs_carianos",20
2020-07-06,"cs_centro",74
2020-07-06,"cs_coloninha",40
2020-07-06,"cs_coqueiros",46
2020-07-06,"cs_corrego_grande",4
2020-07-06,"cs_costeira_do_pirajubae",4
2020-07-06,"cs_estreito",36
2020-07-06,"cs_fazenda_do_rio_tavares",10
2020-07-06,"cs_ingleses",58
2020-07-06,"cs_itacorubi",50
2020-07-06,"cs_jardim_atlantico",6
2020-07-06,"cs_joao_paulo",20
2020-07-06,"cs_jurere",10
2020-07-06,"cs_lagoa_da_conceicao",12
2020-07-06,"cs_monte_cristo",82
2020-07-06,"cs_monte_serrat",26
2020-07-06,"cs_morro_das_pedras",18
2020-07-06,"cs_novo_continente",18
2020-07-06,"cs_pantanal",10
2020-07-06,"cs_pantano_do_sul",12
2020-07-06,"cs_ponta_das_canas",20
2020-07-06,"cs_prainha",1
2020-07-06,"cs_ratones",6
2020-07-06,"cs_ribeirao_da_ilha",12
2020-07-06,"cs_rio_tavares",8
2020-07-06,"cs_rio_vermelho",10
2020-07-06,"cs_saco_dos_limoes",18
2020-07-06,"cs_saco_grande",48
2020-07-06,"cs_santinho",10
2020-07-06,"cs_santo_antonio_de_lisboa",12
2020-07-06,"cs_sape",32
2020-07-06,"cs_tapera",22
2020-07-06,"cs_trindade",44
2020-07-06,"cs_vargem_grande",4
2020-07-06,"cs_vila_aparecida",4
2020-07-07,"cs_abraao",28
2020-07-07,"cs_agronomica",24
2020-07-07,"cs_alto_ribeirao",4
2020-07-07,"cs_armacao",4
2020-07-07,"cs_balneario",20
2020-07-07,"cs_caieira_da_barra_do_sul",8
2020-07-07,"cs_campeche",8
2020-07-07,"cs_canasvieiras",26
2020-07-07,"cs_canto_da_lagoa",4
2020-07-07,"cs_capoeiras",42
2020-07-07,"cs_carianos",4
2020-07-07,"cs_centro",108
2020-07-07,"cs_coloninha",26
2020-07-07,"cs_coqueiros",16
2020-07-07,"cs_corrego_grande",42
2020-07-07,"cs_costeira_do_pirajubae",4
2020-07-07,"cs_estreito",44
2020-07-07,"cs_fazenda_do_rio_tavares",24
2020-07-07,"cs_ingleses",36
2020-07-07,"cs_itacorubi",24
2020-07-07,"cs_jardim_atlantico",18
2020-07-07,"cs_joao_paulo",20
2020-07-07,"cs_jurere",24
2020-07-07,"cs_lagoa_da_conceicao",16
2020-07-07,"cs_monte_cristo",66
2020-07-07,"cs_monte_serrat",14
2020-07-07,"cs_morro_das_pedras",8
2020-07-07,"cs_novo_continente",32
2020-07-07,"cs_pantanal",8
2020-07-07,"cs_pantano_do_sul",4
2020-07-07,"cs_ponta_das_canas",14
2020-07-07,"cs_prainha",8
2020-07-07,"cs_ribeirao_da_ilha",4
2020-07-07,"cs_rio_tavares",10
2020-07-07,"cs_rio_vermelho",38
2020-07-07,"cs_saco_dos_limoes",22
2020-07-07,"cs_saco_grande",20
2020-07-07,"cs_santinho",4
2020-07-07,"cs_santo_antonio_de_lisboa",10
2020-07-07,"cs_sape",12
2020-07-07,"cs_tapera",24
2020-07-07,"cs_trindade",56
2020-07-07,"cs_vargem_grande",0
2020-07-07,"cs_vargem_pequena",3
2020-07-08,"cs_abraao",34
2020-07-08,"cs_agronomica",54
2020-07-08,"cs_alto_ribeirao",8
2020-07-08,"cs_armacao",4
2020-07-08,"cs_balneario",46
2020-07-08,"cs_cachoeira_do_bom_jesus",8
2020-07-08,"cs_campeche",20
2020-07-08,"cs_canasvieiras",34
2020-07-08,"cs_canto_da_lagoa",4
2020-07-08,"cs_capoeiras",26
2020-07-08,"cs_carianos",16
2020-07-08,"cs_centro",80
2020-07-08,"cs_coloninha",34
2020-07-08,"cs_coqueiros",24
2020-07-08,"cs_corrego_grande",8
2020-07-08,"cs_costeira_do_pirajubae",20
2020-07-08,"cs_estreito",18
2020-07-08,"cs_fazenda_do_rio_tavares",8
2020-07-08,"cs_ingleses",32
2020-07-08,"cs_itacorubi",22
2020-07-08,"cs_jardim_atlantico",34
2020-07-08,"cs_joao_paulo",14
2020-07-08,"cs_jurere",24
2020-07-08,"cs_lagoa_da_conceicao",12
2020-07-08,"cs_monte_cristo",42
2020-07-08,"cs_monte_serrat",32
2020-07-08,"cs_morro_das_pedras",12
2020-07-08,"cs_novo_continente",8
2020-07-08,"cs_pantanal",8
2020-07-08,"cs_ponta_das_canas",8
2020-07-08,"cs_prainha",10
2020-07-08,"cs_ratones",1
2020-07-08,"cs_rio_tavares",8
2020-07-08,"cs_rio_vermelho",16
2020-07-08,"cs_saco_dos_limoes",32
2020-07-08,"cs_saco_grande",44
2020-07-08,"cs_santinho",8
2020-07-08,"cs_santo_antonio_de_lisboa",6
2020-07-08,"cs_sape",8
2020-07-08,"cs_tapera",16
2020-07-08,"cs_trindade",48
2020-07-08,"cs_vila_aparecida",12
2020-07-09,"cs_abraao",26
2020-07-09,"cs_agronomica",30
2020-07-09,"cs_alto_ribeirao",1
2020-07-09,"cs_balneario",6
2020-07-09,"cs_barra_da_lagoa",6
2020-07-09,"cs_cachoeira_do_bom_jesus",8
2020-07-09,"cs_caieira_da_barra_do_sul",10
2020-07-09,"cs_campeche",12
2020-07-09,"cs_canasvieiras",28
2020-07-09,"cs_canto_da_lagoa",8
2020-07-09,"cs_capoeiras",18
2020-07-09,"cs_carianos",18
2020-07-09,"cs_centro",68
2020-07-09,"cs_coloninha",36
2020-07-09,"cs_coqueiros",28
2020-07-09,"cs_corrego_grande",14
2020-07-09,"cs_costeira_do_pirajubae",10
2020-07-09,"cs_estreito",20
2020-07-09,"cs_fazenda_do_rio_tavares",28
2020-07-09,"cs_ingleses",26
2020-07-09,"cs_itacorubi",28
2020-07-09,"cs_jardim_atlantico",10
2020-07-09,"cs_joao_paulo",10
2020-07-09,"cs_jurere",18
2020-07-09,"cs_lagoa_da_conceicao",12
2020-07-09,"cs_monte_cristo",36
2020-07-09,"cs_monte_serrat",26
2020-07-09,"cs_morro_das_pedras",30
2020-07-09,"cs_novo_continente",18
2020-07-09,"cs_pantanal",8
2020-07-09,"cs_ponta_das_canas",4
2020-07-09,"cs_prainha",14
2020-07-09,"cs_rio_tavares",12
2020-07-09,"cs_rio_vermelho",20
2020-07-09,"cs_saco_dos_limoes",14
2020-07-09,"cs_saco_grande",66
2020-07-09,"cs_santinho",8
2020-07-09,"cs_sape",20
2020-07-09,"cs_tapera",24
2020-07-09,"cs_trindade",20
2020-07-09,"cs_vargem_pequena",8
2020-07-09,"cs_vila_aparecida",4
2020-07-10,"cs_abraao",16
2020-07-10,"cs_agronomica",80
2020-07-10,"cs_alto_ribeirao",28
2020-07-10,"cs_balneario",28
2020-07-10,"cs_barra_da_lagoa",20
2020-07-10,"cs_cachoeira_do_bom_jesus",18
2020-07-10,"cs_caieira_da_barra_do_sul",16
2020-07-10,"cs_campeche",4
2020-07-10,"cs_canasvieiras",38
2020-07-10,"cs_canto_da_lagoa",6
2020-07-10,"cs_capoeiras",30
2020-07-10,"cs_carianos",12
2020-07-10,"cs_centro",94
2020-07-10,"cs_coloninha",36
2020-07-10,"cs_coqueiros",32
2020-07-10,"cs_corrego_grande",12
2020-07-10,"cs_costeira_do_pirajubae",6
2020-07-10,"cs_estreito",18
2020-07-10,"cs_fazenda_do_rio_tavares",20
2020-07-10,"cs_ingleses",54
2020-07-10,"cs_itacorubi",30
2020-07-10,"cs_jardim_atlantico",12
2020-07-10,"cs_joao_paulo",32
2020-07-10,"cs_jurere",34
2020-07-10,"cs_lagoa_da_conceicao",30
2020-07-10,"cs_monte_cristo",46
2020-07-10,"cs_monte_serrat",16
2020-07-10,"cs_morro_das_pedras",14
2020-07-10,"cs_novo_continente",32
2020-07-10,"cs_pantanal",16
2020-07-10,"cs_pantano_do_sul",4
2020-07-10,"cs_ponta_das_canas",1
2020-07-10,"cs_prainha",16
2020-07-10,"cs_ribeirao_da_ilha",4
2020-07-10,"cs_rio_tavares",4
2020-07-10,"cs_rio_vermelho",38
2020-07-10,"cs_saco_dos_limoes",20
2020-07-10,"cs_saco_grande",70
2020-07-10,"cs_santo_antonio_de_lisboa",6
