"DATA","SUSCETIVEIS_CENARIO_3","CUM_RECUPERADOS_CENARIO_3","EXPOSTOS_CENARIO_3","INFECTANTES_CENARIO_3","CUM_OBITOS_CENARIO_3","LEITOS_UTI_CENARIO_3","SUSCETIVEIS_CENARIO_1","CUM_RECUPERADOS_CENARIO_1","EXPOSTOS_CENARIO_1","INFECTANTES_CENARIO_1","CUM_OBITOS_CENARIO_1","LEITOS_UTI_CENARIO_1","SUSCETIVEIS_CENARIO_2","CUM_RECUPERADOS_CENARIO_2","EXPOSTOS_CENARIO_2","INFECTANTES_CENARIO_2","CUM_OBITOS_CENARIO_2","LEITOS_UTI_CENARIO_2"
2020-06-02,499432,968,114,452,7,5,499432,968,114,452,7,5,499432,968,114,452,7,5
2020-06-03,499375,994,118,479,7,6,499375,994,118,479,7,6,499375,994,118,479,7,6
2020-06-04,499315,1023,122,506,7,7,499315,1023,122,506,7,7,499315,1023,122,506,7,7
2020-06-05,499254,1053,126,532,8,7,499254,1053,126,532,8,7,499254,1053,126,532,8,7
2020-06-06,499189,1087,131,558,8,7,499189,1087,131,558,8,7,499189,1087,131,558,8,7
2020-06-07,499123,1123,136,583,8,9,499123,1123,136,583,8,9,499123,1123,136,583,8,9
2020-06-08,499053,1162,141,609,8,8,499053,1162,141,609,8,8,499053,1162,141,609,8,8
2020-06-09,498982,1203,146,634,8,8,498982,1203,146,634,8,8,498982,1203,146,634,8,8
2020-06-10,498908,1246,150,660,9,9,498908,1246,150,660,9,9,498908,1246,150,660,9,9
2020-06-11,498831,1292,155,686,9,9,498831,1292,155,686,9,9,498831,1292,155,686,9,9
2020-06-12,498753,1339,160,711,10,9,498753,1339,160,711,10,9,498753,1339,160,711,10,9
2020-06-13,498671,1390,165,737,10,8,498671,1390,165,737,10,8,498671,1390,165,737,10,8
2020-06-14,498587,1443,171,762,10,10,498587,1443,171,762,10,10,498587,1443,171,762,10,10
2020-06-15,498500,1499,176,788,10,10,498500,1499,176,788,10,10,498500,1499,176,788,10,10
2020-06-16,498410,1556,181,815,11,11,498410,1556,181,815,11,11,498410,1556,181,815,11,11
2020-06-17,498318,1616,186,842,11,11,498318,1616,186,842,11,11,498318,1616,186,842,11,11
2020-06-18,498223,1677,191,870,12,10,498223,1677,191,870,12,10,498223,1677,191,870,12,10
2020-06-19,498126,1741,197,897,12,11,498126,1741,197,897,12,11,498126,1741,197,897,12,11
2020-06-20,498026,1807,202,925,13,12,498026,1807,202,925,13,12,498026,1807,202,925,13,12
2020-06-21,497924,1876,207,953,13,12,497924,1876,207,953,13,12,497924,1876,207,953,13,12
